t_s,t_h,device_a_offset_ms,device_b_offset_ms,inter_device_offset_ms,completeness,quality_flag
840.0,0.23333333333333334,24.314295083167146,-23.545596295787835,47.859891378954984,1.0,ok
870.0,0.24166666666666667,25.51429508316714,-24.29559629578784,49.80989137895498,1.0,ok
900.0,0.25,26.714295083167144,-25.04559629578784,51.75989137895498,1.0,ok
930.0,0.25833333333333336,27.91429508316714,-25.79559629578784,53.70989137895498,1.0,ok
960.0,0.26666666666666666,29.114295083167143,-26.54559629578784,55.65989137895498,1.0,ok
990.0,0.275,30.31429508316714,-27.295596295787835,57.60989137895497,1.0,ok
1020.0,0.2833333333333333,31.51429508316714,-28.04559629578784,59.55989137895498,1.0,ok
1050.0,0.2916666666666667,32.71429508316714,-28.79559629578784,61.509891378954975,1.0,ok
1080.0,0.3,33.91429508316714,-29.54559629578784,63.45989137895498,1.0,ok
1110.0,0.30833333333333335,35.114295083167136,-30.29559629578784,65.40989137895497,1.0,ok
1140.0,0.31666666666666665,36.31429508316714,-31.045596295787835,67.35989137895497,1.0,ok
1170.0,0.325,37.51429508316715,-31.79559629578784,69.30989137895499,1.0,ok
1200.0,0.3333333333333333,38.714295083167144,-32.54559629578784,71.25989137895499,1.0,ok
1230.0,0.3416666666666667,39.91429508316715,-33.29559629578784,73.20989137895498,1.0,ok
1260.0,0.35,41.11429508316714,-34.04559629578784,75.15989137895498,1.0,ok
1290.0,0.35833333333333334,42.314295083167146,-34.79559629578784,77.10989137895498,1.0,ok
1320.0,0.36666666666666664,43.51429508316714,-35.54559629578784,79.05989137895497,1.0,ok
1350.0,0.375,44.714295083167144,-36.29559629578783,81.00989137895498,1.0,ok
1380.0,0.38333333333333336,45.91429508316714,-37.04559629578783,82.95989137895498,1.0,ok
1410.0,0.39166666666666666,47.11429508316714,-37.79559629578784,84.90989137895498,1.0,ok
1440.0,0.4,48.314295083167146,-38.54559629578784,86.85989137895498,1.0,ok
1470.0,0.4083333333333333,49.51429508316714,-39.29559629578784,88.80989137895497,1.0,ok
1500.0,0.4166666666666667,50.714295083167144,-40.04559629578784,90.75989137895499,1.0,ok
1530.0,0.425,51.91429508316714,-40.79559629578784,92.70989137895498,1.0,ok
1560.0,0.43333333333333335,53.11429508316714,-41.54559629578784,94.65989137895498,1.0,ok
1590.0,0.44166666666666665,54.314295083167146,-42.29559629578784,96.60989137895498,1.0,ok
1620.0,0.45,55.51429508316714,-43.04559629578784,98.55989137895497,1.0,ok
1650.0,0.4583333333333333,56.714295083167144,-43.79559629578783,100.50989137895498,1.0,ok
1680.0,0.4666666666666667,57.91429508316715,-44.54559629578783,102.45989137895498,1.0,ok
1710.0,0.475,59.11429508316715,-45.29559629578783,104.40989137895498,1.0,ok
1740.0,0.48333333333333334,60.31429508316714,-46.04559629578784,106.35989137895498,1.0,ok
1770.0,0.49166666666666664,61.51429508316714,-46.79559629578784,108.30989137895497,1.0,ok
1800.0,0.5,62.714295083167144,-47.54559629578784,110.25989137895499,1.0,ok
1830.0,0.5083333333333333,63.91429508316715,-48.29559629578784,112.20989137895498,1.0,ok
1860.0,0.5166666666666667,65.11429508316714,-49.04559629578784,114.15989137895497,1.0,ok
1890.0,0.525,66.31429508316714,-49.79559629578784,116.10989137895498,1.0,ok
1920.0,0.5333333333333333,67.51429508316714,-50.54559629578784,118.05989137895497,1.0,ok
1950.0,0.5416666666666666,68.71429508316714,-51.29559629578783,120.00989137895498,1.0,ok
1980.0,0.55,69.91429508316713,-52.04559629578783,121.95989137895496,1.0,ok
2010.0,0.5583333333333333,71.11429508316715,-52.79559629578783,123.90989137895498,1.0,ok
2040.0,0.5666666666666667,72.31429508316714,-53.54559629578784,125.85989137895498,1.0,ok
2070.0,0.575,73.51429508316714,-54.29559629578784,127.80989137895497,1.0,ok
2100.0,0.5833333333333334,74.71429508316713,-55.04559629578784,129.75989137895496,1.0,ok
2130.0,0.5916666666666667,75.91429508316715,-55.79559629578784,131.70989137895498,1.0,ok
2160.0,0.6,77.11429508316714,-56.54559629578784,133.65989137895497,1.0,ok
2190.0,0.6083333333333333,78.31429508316714,-57.29559629578784,135.60989137895498,1.0,ok
2220.0,0.6166666666666667,79.51429508316713,-58.04559629578784,137.55989137895497,1.0,ok
2250.0,0.625,80.71429508316714,-58.79559629578783,139.509891378955,1.0,ok
2280.0,0.6333333333333333,81.91429508316713,-59.54559629578783,141.45989137895498,1.0,ok
2310.0,0.6416666666666667,83.11429508316714,-60.29559629578783,143.40989137895497,1.0,ok
2340.0,0.65,84.31429508316715,-61.04559629578784,145.35989137895498,1.0,ok
2370.0,0.6583333333333333,85.51429508316714,-61.79559629578784,147.30989137895497,1.0,ok
2400.0,0.6666666666666666,86.71429508316714,-62.54559629578784,149.259891378955,1.0,ok
2430.0,0.675,87.91429508316713,-63.29559629578784,151.20989137895498,1.0,ok
2460.0,0.6833333333333333,89.11429508316715,-64.04559629578783,153.15989137895497,1.0,ok
2490.0,0.6916666666666667,90.31429508316714,-64.79559629578783,155.10989137895496,1.0,ok
2520.0,0.7,91.51429508316714,-65.54559629578783,157.05989137895497,1.0,ok
2550.0,0.7083333333333334,92.71429508316714,-66.29559629578783,159.009891378955,1.0,ok
2580.0,0.7166666666666667,93.91429508316715,-67.04559629578783,160.95989137895498,1.0,ok
2610.0,0.725,95.11429508316714,-67.79559629578783,162.90989137895497,1.0,ok
2640.0,0.7333333333333333,96.31429508316714,-68.54559629578783,164.85989137895496,1.0,ok
2670.0,0.7416666666666667,97.51429508316714,-69.29559629578783,166.80989137895497,1.0,ok
2700.0,0.75,98.71429508316714,-70.04559629578782,168.75989137895496,1.0,ok
2730.0,0.7583333333333333,99.91429508316713,-70.79559629578782,170.70989137895495,1.0,ok
2760.0,0.7666666666666667,101.11429508316714,-71.54559629578782,172.65989137895497,1.0,ok
2790.0,0.775,102.31429508316714,-72.29559629578782,174.60989137895496,1.0,ok
2820.0,0.7833333333333333,103.51429508316714,-73.04559629578783,176.55989137895497,1.0,ok
2850.0,0.7916666666666666,104.71429508316713,-73.79559629578783,178.50989137895496,1.0,ok
2880.0,0.8,105.91429508316715,-74.54559629578783,180.45989137895498,1.0,ok
2910.0,0.8083333333333333,107.11429508316714,-75.29559629578783,182.40989137895497,1.0,ok
2940.0,0.8166666666666667,108.31429508316714,-76.04559629578783,184.35989137895496,1.0,ok
2970.0,0.825,109.51429508316713,-76.79559629578783,186.30989137895494,1.0,ok
3000.0,0.8333333333333334,110.71429508316714,-77.54559629578783,188.259891378955,1.0,ok
3030.0,0.8416666666666667,111.91429508316713,-78.29559629578783,190.20989137895498,1.0,ok
3060.0,0.85,113.11429508316714,-79.04559629578783,192.15989137895497,1.0,ok
3090.0,0.8583333333333333,114.31429508316714,-79.79559629578783,194.10989137895496,1.0,ok
3120.0,0.8666666666666667,115.51429508316714,-80.54559629578783,196.05989137895497,1.0,ok
3150.0,0.875,116.71429508316714,-81.29559629578783,198.009891378955,1.0,ok
3180.0,0.8833333333333333,117.91429508316715,-82.04559629578783,199.95989137895498,1.0,ok
3210.0,0.8916666666666667,119.11429508316712,-82.79559629578783,201.90989137895497,1.0,ok
3240.0,0.9,120.31429508316714,-83.54559629578783,203.85989137895496,1.0,ok
3270.0,0.9083333333333333,121.51429508316716,-84.29559629578783,205.809891378955,1.0,ok
3300.0,0.9166666666666666,122.71429508316714,-85.04559629578782,207.75989137895496,1.0,ok
3330.0,0.925,123.91429508316713,-85.79559629578782,209.70989137895495,1.0,ok
3360.0,0.9333333333333333,125.11429508316715,-86.54559629578782,211.65989137895497,1.0,ok
3390.0,0.9416666666666667,126.31429508316714,-87.29559629578782,213.60989137895496,1.0,ok
3420.0,0.95,127.51429508316716,-88.04559629578782,215.55989137895497,1.0,ok
3450.0,0.9583333333333334,128.71429508316712,-88.79559629578783,217.50989137895493,1.0,ok
3480.0,0.9666666666666667,129.91429508316713,-89.54559629578783,219.45989137895498,1.0,ok
3510.0,0.975,131.11429508316715,-90.29559629578783,221.40989137895497,1.0,ok
3540.0,0.9833333333333333,132.31429508316714,-91.04559629578783,223.35989137895496,1.0,ok
3570.0,0.9916666666666667,133.51429508316713,-91.79559629578783,225.30989137895494,1.0,ok
3600.0,1.0,134.71429508316714,-92.54559629578783,227.259891378955,1.0,ok
3630.0,1.0083333333333333,135.91429508316713,-93.29559629578783,229.20989137895498,1.0,ok
3660.0,1.0166666666666666,137.11429508316715,-94.04559629578783,231.15989137895497,1.0,ok
3690.0,1.025,138.31429508316714,-94.79559629578783,233.10989137895496,1.0,ok
3720.0,1.0333333333333334,139.51429508316713,-95.54559629578783,235.05989137895494,1.0,ok
3750.0,1.0416666666666667,140.71429508316714,-96.29559629578783,237.009891378955,1.0,ok
3780.0,1.05,141.91429508316713,-97.04559629578783,238.95989137895498,1.0,ok
3810.0,1.0583333333333333,143.11429508316712,-97.79559629578783,240.90989137895497,1.0,ok
3840.0,1.0666666666666667,144.31429508316714,-98.54559629578783,242.85989137895496,1.0,ok
3870.0,1.075,145.51429508316713,-99.29559629578782,244.80989137895494,1.0,ok
3900.0,1.0833333333333333,146.71429508316714,-100.04559629578782,246.75989137895496,1.0,ok
3930.0,1.0916666666666666,147.91429508316716,-100.79559629578782,248.70989137895498,1.0,ok
3960.0,1.1,149.11429508316712,-101.54559629578782,250.65989137895494,1.0,ok
3990.0,1.1083333333333334,150.31429508316714,-102.29559629578782,252.60989137895496,1.0,ok
4020.0,1.1166666666666667,151.51429508316716,-103.04559629578782,254.55989137895497,1.0,ok
4050.0,1.125,152.71429508316714,-103.79559629578782,256.509891378955,1.0,ok
4080.0,1.1333333333333333,153.91429508316713,-104.54559629578783,258.459891378955,1.0,ok
4110.0,1.1416666666666666,155.11429508316712,-105.29559629578783,260.40989137895497,1.0,ok
4140.0,1.15,156.31429508316714,-106.04559629578783,262.35989137895496,1.0,ok
4170.0,1.1583333333333334,157.51429508316716,-106.79559629578783,264.309891378955,1.0,ok
4200.0,1.1666666666666667,158.71429508316712,-107.54559629578783,266.25989137895493,1.0,ok
4230.0,1.175,159.91429508316713,-108.29559629578783,268.209891378955,1.0,ok
4260.0,1.1833333333333333,161.11429508316715,-109.04559629578783,270.15989137895497,1.0,ok
4290.0,1.1916666666666667,162.31429508316714,-109.79559629578783,272.10989137895496,1.0,ok
4320.0,1.2,163.51429508316713,-110.54559629578783,274.05989137895494,1.0,ok
4350.0,1.2083333333333333,164.71429508316714,-111.29559629578783,276.009891378955,1.0,ok
4380.0,1.2166666666666666,165.91429508316713,-112.04559629578783,277.959891378955,1.0,ok
4410.0,1.225,167.11429508316715,-112.79559629578783,279.90989137895497,1.0,ok
4440.0,1.2333333333333334,168.3142950831671,-113.54559629578783,281.85989137895496,1.0,ok
4470.0,1.2416666666666667,169.51429508316713,-114.29559629578782,283.80989137895494,1.0,ok
4500.0,1.25,170.71429508316714,-115.04559629578782,285.759891378955,1.0,ok
4530.0,1.2583333333333333,171.91429508316713,-115.79559629578782,287.7098913789549,1.0,ok
4560.0,1.2666666666666666,173.11429508316712,-116.54559629578782,289.65989137895497,1.0,ok
4590.0,1.275,174.31429508316714,-117.29559629578782,291.60989137895496,1.0,ok
4620.0,1.2833333333333334,175.51429508316713,-118.04559629578782,293.55989137895494,1.0,ok
4650.0,1.2916666666666667,176.71429508316714,-118.79559629578782,295.509891378955,1.0,ok
4680.0,1.3,177.91429508316716,-119.54559629578783,297.459891378955,1.0,ok
4710.0,1.3083333333333333,179.11429508316712,-120.29559629578783,299.40989137895497,1.0,ok
4740.0,1.3166666666666667,180.31429508316714,-121.04559629578783,301.35989137895496,1.0,ok
4770.0,1.325,181.51429508316716,-121.79559629578783,303.309891378955,1.0,ok
4800.0,1.3333333333333333,182.71429508316714,-122.54559629578783,305.259891378955,1.0,ok
4830.0,1.3416666666666666,183.91429508316713,-123.29559629578783,307.209891378955,1.0,ok
4860.0,1.35,185.11429508316712,-124.04559629578783,309.15989137895497,1.0,ok
4890.0,1.3583333333333334,186.31429508316714,-124.79559629578783,311.10989137895496,1.0,ok
4920.0,1.3666666666666667,187.51429508316716,-125.54559629578783,313.059891378955,1.0,ok
4950.0,1.375,188.71429508316712,-126.29559629578783,315.00989137895493,1.0,ok
4980.0,1.3833333333333333,189.91429508316713,-127.04559629578783,316.959891378955,1.0,ok
5010.0,1.3916666666666666,191.11429508316715,-127.79559629578783,318.90989137895497,1.0,ok
5040.0,1.4,192.31429508316714,-128.54559629578785,320.859891378955,1.0,ok
5070.0,1.4083333333333334,193.51429508316713,-129.29559629578785,322.80989137895494,1.0,ok
5100.0,1.4166666666666667,194.71429508316714,-130.04559629578785,324.759891378955,1.0,ok
5130.0,1.425,195.91429508316713,-130.79559629578785,326.709891378955,1.0,ok
5160.0,1.4333333333333333,197.11429508316715,-131.54559629578785,328.65989137895497,1.0,ok
5190.0,1.4416666666666667,198.3142950831671,-132.29559629578785,330.60989137895496,1.0,ok
5220.0,1.45,199.51429508316713,-133.04559629578785,332.55989137895494,1.0,ok
5250.0,1.4583333333333333,200.71429508316714,-133.79559629578785,334.509891378955,1.0,ok
5280.0,1.4666666666666666,201.91429508316713,-134.54559629578785,336.459891378955,1.0,ok
5310.0,1.475,203.11429508316712,-135.29559629578785,338.40989137895497,1.0,ok
5340.0,1.4833333333333334,204.31429508316714,-136.04559629578785,340.359891378955,1.0,ok
5370.0,1.4916666666666667,205.51429508316713,-136.79559629578782,342.30989137895494,1.0,ok
5400.0,1.5,206.71429508316714,-137.54559629578782,344.259891378955,1.0,ok
5430.0,1.5083333333333333,207.91429508316713,-138.29559629578782,346.2098913789549,1.0,ok
5460.0,1.5166666666666666,209.11429508316712,-139.04559629578782,348.15989137895497,1.0,ok
5490.0,1.525,210.31429508316714,-139.79559629578782,350.10989137895496,1.0,ok
5520.0,1.5333333333333334,211.51429508316713,-140.54559629578782,352.05989137895494,1.0,ok
5550.0,1.5416666666666667,212.71429508316714,-141.29559629578782,354.009891378955,1.0,ok
5580.0,1.55,213.91429508316713,-142.04559629578782,355.9598913789549,1.0,ok
5610.0,1.5583333333333333,215.11429508316712,-142.79559629578785,357.90989137895497,1.0,ok
5640.0,1.5666666666666667,216.31429508316714,-143.54559629578785,359.859891378955,1.0,ok
5670.0,1.575,217.51429508316716,-144.29559629578785,361.809891378955,1.0,ok
5700.0,1.5833333333333333,218.71429508316712,-145.04559629578785,363.759891378955,1.0,ok
5730.0,1.5916666666666666,219.91429508316713,-145.79559629578785,365.709891378955,1.0,ok
5760.0,1.6,221.11429508316715,-146.54559629578785,367.65989137895497,1.0,ok
5790.0,1.6083333333333334,222.31429508316714,-147.29559629578785,369.609891378955,1.0,ok
5820.0,1.6166666666666667,223.51429508316713,-148.04559629578785,371.55989137895494,1.0,ok
5850.0,1.625,224.71429508316714,-148.79559629578785,373.509891378955,1.0,ok
5880.0,1.6333333333333333,225.91429508316713,-149.54559629578785,375.459891378955,1.0,ok
5910.0,1.6416666666666666,227.11429508316715,-150.29559629578785,377.40989137895497,1.0,ok
5940.0,1.65,228.3142950831671,-151.04559629578785,379.35989137895496,1.0,ok
5970.0,1.6583333333333334,229.51429508316713,-151.79559629578785,381.30989137895494,1.0,ok
6000.0,1.6666666666666667,230.71429508316714,-152.54559629578785,383.259891378955,1.0,ok
6030.0,1.675,231.91429508316713,-153.29559629578785,385.209891378955,1.0,ok
6060.0,1.6833333333333333,233.11429508316712,-154.04559629578785,387.15989137895497,1.0,ok
6090.0,1.6916666666666667,234.31429508316714,-154.79559629578785,389.109891378955,1.0,ok
6120.0,1.7,235.51429508316713,-155.54559629578785,391.05989137895494,1.0,ok
6150.0,1.7083333333333333,236.71429508316714,-156.29559629578785,393.009891378955,1.0,ok
6180.0,1.7166666666666666,237.91429508316713,-157.04559629578785,394.959891378955,1.0,ok
6210.0,1.725,239.11429508316712,-157.79559629578785,396.90989137895497,1.0,ok
6240.0,1.7333333333333334,240.31429508316714,-158.54559629578785,398.859891378955,1.0,ok
6270.0,1.7416666666666667,241.5142950831671,-159.29559629578785,400.80989137895494,1.0,ok
6300.0,1.75,242.71429508316714,-160.04559629578785,402.759891378955,1.0,ok
6330.0,1.7583333333333333,243.91429508316713,-160.79559629578785,404.709891378955,1.0,ok
6360.0,1.7666666666666666,245.11429508316715,-161.54559629578785,406.65989137895497,1.0,ok
6390.0,1.775,246.31429508316714,-162.29559629578785,408.609891378955,1.0,ok
6420.0,1.7833333333333334,247.5142950831671,-163.04559629578785,410.55989137895494,1.0,ok
6450.0,1.7916666666666667,248.71429508316714,-163.79559629578785,412.509891378955,1.0,ok
6480.0,1.8,249.91429508316713,-164.54559629578785,414.459891378955,1.0,ok
6510.0,1.8083333333333333,251.11429508316712,-165.29559629578785,416.40989137895497,1.0,ok
6540.0,1.8166666666666667,252.31429508316717,-166.04559629578785,418.359891378955,1.0,ok
6570.0,1.825,253.5142950831671,-166.79559629578782,420.30989137895494,1.0,ok
6600.0,1.8333333333333333,254.71429508316714,-167.54559629578782,422.259891378955,1.0,ok
6630.0,1.8416666666666666,255.91429508316713,-168.29559629578782,424.2098913789549,1.0,ok
6660.0,1.85,257.1142950831671,-169.04559629578782,426.15989137895497,1.0,ok
6690.0,1.8583333333333334,258.31429508316717,-169.79559629578782,428.109891378955,1.0,ok
6720.0,1.8666666666666667,259.51429508316716,-170.54559629578782,430.05989137895494,1.0,ok
6750.0,1.875,260.7142950831671,-171.29559629578782,432.0098913789549,1.0,ok
6780.0,1.8833333333333333,261.91429508316713,-172.04559629578782,433.9598913789549,1.0,ok
6810.0,1.8916666666666666,263.1142950831671,-172.79559629578782,435.90989137895497,1.0,ok
6840.0,1.9,264.31429508316717,-173.54559629578782,437.859891378955,1.0,ok
6870.0,1.9083333333333334,265.51429508316716,-174.29559629578785,439.809891378955,1.0,ok
6900.0,1.9166666666666667,266.7142950831671,-175.04559629578785,441.75989137895493,1.0,ok
6930.0,1.925,267.91429508316713,-175.79559629578785,443.709891378955,1.0,ok
6960.0,1.9333333333333333,269.1142950831671,-176.54559629578785,445.65989137895497,1.0,ok
6990.0,1.9416666666666667,270.3142950831671,-177.29559629578785,447.60989137895496,1.0,ok
7020.0,1.95,271.51429508316716,-178.04559629578785,449.559891378955,1.0,ok
7050.0,1.9583333333333333,272.71429508316714,-178.79559629578785,451.509891378955,1.0,ok
7080.0,1.9666666666666666,273.91429508316713,-179.54559629578785,453.459891378955,1.0,ok
7110.0,1.975,275.1142950831671,-180.29559629578785,455.40989137895497,1.0,ok
7140.0,1.9833333333333334,276.3142950831671,-181.04559629578785,457.35989137895496,1.0,ok
7170.0,1.9916666666666667,277.51429508316716,-181.79559629578785,459.309891378955,1.0,ok
7200.0,2.0,278.71429508316714,-182.54559629578785,461.259891378955,1.0,ok
7230.0,2.0083333333333333,279.91429508316713,-183.29559629578785,463.209891378955,1.0,ok
7260.0,2.0166666666666666,281.1142950831671,-184.04559629578785,465.15989137895497,1.0,ok
7290.0,2.025,282.3142950831671,-184.79559629578785,467.10989137895496,1.0,ok
7320.0,2.033333333333333,283.51429508316716,-185.54559629578785,469.059891378955,1.0,ok
7350.0,2.0416666666666665,284.71429508316714,-186.29559629578785,471.009891378955,1.0,ok
7380.0,2.05,285.91429508316713,-187.04559629578785,472.959891378955,1.0,ok
7410.0,2.058333333333333,287.1142950831671,-187.79559629578785,474.90989137895497,1.0,ok
7440.0,2.066666666666667,288.3142950831671,-188.54559629578785,476.85989137895496,1.0,ok
7470.0,2.075,289.51429508316716,-189.29559629578785,478.809891378955,1.0,ok
7500.0,2.0833333333333335,290.71429508316714,-190.04559629578785,480.759891378955,1.0,ok
7530.0,2.091666666666667,291.91429508316713,-190.79559629578785,482.709891378955,1.0,ok
7560.0,2.1,293.1142950831671,-191.54559629578785,484.65989137895497,1.0,ok
7590.0,2.1083333333333334,294.3142950831671,-192.29559629578785,486.60989137895496,1.0,ok
7620.0,2.1166666666666667,295.5142950831671,-193.04559629578785,488.55989137895494,1.0,ok
7650.0,2.125,296.71429508316714,-193.79559629578785,490.509891378955,1.0,ok
7680.0,2.1333333333333333,297.91429508316713,-194.54559629578785,492.459891378955,1.0,ok
7710.0,2.1416666666666666,299.1142950831672,-195.29559629578785,494.409891378955,1.0,ok
7740.0,2.15,300.3142950831671,-196.04559629578782,496.3598913789549,1.0,ok
7770.0,2.158333333333333,301.5142950831671,-196.79559629578782,498.30989137895494,1.0,ok
7800.0,2.1666666666666665,302.71429508316714,-197.54559629578782,500.259891378955,1.0,ok
7830.0,2.175,303.91429508316713,-198.29559629578782,502.2098913789549,1.0,ok
7860.0,2.183333333333333,305.1142950831672,-199.04559629578782,504.15989137895497,1.0,ok
7890.0,2.191666666666667,306.3142950831671,-199.79559629578782,506.1098913789549,1.0,ok
7920.0,2.2,307.5142950831671,-200.54559629578782,508.05989137895494,1.0,ok
7950.0,2.2083333333333335,308.71429508316714,-201.29559629578782,510.009891378955,1.0,ok
7980.0,2.216666666666667,309.91429508316713,-202.04559629578782,511.9598913789549,1.0,ok
8010.0,2.225,311.1142950831671,-202.79559629578782,513.909891378955,1.0,ok
8040.0,2.2333333333333334,312.31429508316717,-203.54559629578782,515.859891378955,1.0,ok
8070.0,2.2416666666666667,313.5142950831671,-204.29559629578782,517.809891378955,1.0,ok
8100.0,2.25,314.71429508316714,-205.04559629578782,519.759891378955,1.0,ok
8130.0,2.2583333333333333,315.91429508316713,-205.79559629578785,521.709891378955,1.0,ok
8160.0,2.2666666666666666,317.1142950831671,-206.54559629578785,523.659891378955,1.0,ok
8190.0,2.275,318.31429508316717,-207.29559629578785,525.609891378955,1.0,ok
8220.0,2.283333333333333,319.5142950831671,-208.04559629578785,527.559891378955,1.0,ok
8250.0,2.2916666666666665,320.7142950831671,-208.79559629578785,529.509891378955,1.0,ok
8280.0,2.3,321.91429508316713,-209.54559629578785,531.459891378955,1.0,ok
8310.0,2.308333333333333,323.1142950831671,-210.29559629578785,533.409891378955,1.0,ok
8340.0,2.316666666666667,324.31429508316717,-211.04559629578785,535.359891378955,1.0,ok
8370.0,2.325,325.51429508316716,-211.79559629578785,537.309891378955,1.0,ok
8400.0,2.3333333333333335,326.7142950831671,-212.54559629578785,539.259891378955,1.0,ok
8430.0,2.341666666666667,327.91429508316713,-213.29559629578785,541.209891378955,1.0,ok
8460.0,2.35,329.1142950831671,-214.04559629578785,543.159891378955,1.0,ok
8490.0,2.3583333333333334,330.3142950831671,-214.79559629578785,545.1098913789549,1.0,ok
8520.0,2.3666666666666667,331.51429508316716,-215.54559629578785,547.059891378955,1.0,ok
8550.0,2.375,332.7142950831671,-216.29559629578785,549.009891378955,1.0,ok
8580.0,2.3833333333333333,333.91429508316713,-217.04559629578785,550.959891378955,1.0,ok
8610.0,2.3916666666666666,335.1142950831671,-217.79559629578785,552.909891378955,1.0,ok
8640.0,2.4,336.3142950831671,-218.54559629578785,554.8598913789549,1.0,ok
8670.0,2.408333333333333,337.51429508316716,-219.29559629578785,556.809891378955,1.0,ok
8700.0,2.4166666666666665,338.71429508316714,-220.04559629578785,558.759891378955,1.0,ok
8730.0,2.425,339.91429508316713,-220.79559629578785,560.709891378955,1.0,ok
8760.0,2.433333333333333,341.1142950831671,-221.54559629578785,562.659891378955,1.0,ok
8790.0,2.441666666666667,342.3142950831671,-222.29559629578785,564.6098913789549,1.0,ok
8820.0,2.45,343.51429508316716,-223.04559629578785,566.559891378955,1.0,ok
8850.0,2.4583333333333335,344.71429508316714,-223.79559629578785,568.509891378955,1.0,ok
8880.0,2.466666666666667,345.9142950831671,-224.54559629578785,570.4598913789549,1.0,ok
8910.0,2.475,347.1142950831671,-225.29559629578785,572.409891378955,1.0,ok
8940.0,2.4833333333333334,348.3142950831671,-226.04559629578782,574.3598913789549,1.0,ok
8970.0,2.4916666666666667,349.51429508316716,-226.79559629578782,576.309891378955,1.0,ok
9000.0,2.5,350.71429508316714,-227.54559629578782,578.259891378955,1.0,ok
9030.0,2.5083333333333333,351.91429508316713,-228.29559629578782,580.2098913789549,1.0,ok
9060.0,2.5166666666666666,353.1142950831671,-229.04559629578782,582.159891378955,1.0,ok
9090.0,2.525,354.3142950831671,-229.79559629578782,584.1098913789549,1.0,ok
9120.0,2.533333333333333,355.5142950831671,-230.54559629578782,586.059891378955,1.0,ok
9150.0,2.5416666666666665,356.71429508316714,-231.29559629578782,588.009891378955,1.0,ok
9180.0,2.55,357.91429508316713,-232.04559629578782,589.9598913789549,1.0,ok
9210.0,2.558333333333333,359.1142950831671,-232.79559629578782,591.909891378955,1.0,ok
9240.0,2.566666666666667,360.3142950831671,-233.54559629578782,593.8598913789549,1.0,ok
9270.0,2.575,361.5142950831671,-234.29559629578782,595.809891378955,1.0,ok
9300.0,2.5833333333333335,362.71429508316714,-235.04559629578782,597.759891378955,1.0,ok
9330.0,2.591666666666667,363.91429508316713,-235.79559629578782,599.7098913789549,1.0,ok
9360.0,2.6,365.1142950831672,-236.54559629578785,601.6598913789551,1.0,ok
9390.0,2.6083333333333334,366.3142950831671,-237.29559629578785,603.6098913789549,1.0,ok
9420.0,2.6166666666666667,367.5142950831671,-238.04559629578785,605.559891378955,1.0,ok
9450.0,2.625,368.71429508316714,-238.79559629578785,607.509891378955,1.0,ok
